specimen_id	candidate_panel_id	panel_kind	panel_role	bbox_xyxy	area_fraction	n_child_boxes	best_confidence	class_counts_json	child_box_ids_json	audit_use
EIG.6762	P0008	auxiliary	auxiliary_barrier_panel	[0, 255, 5620, 7833]	0.9010681718702555	36	0.29759213	"{""blank paper label"": 23, ""color calibration chart"": 4, ""color checker"": 1, ""colour bar"": 4, ""colour chart"": 2, ""empty label"": 1, ""institution logo"": 1}"	"[""Y0013"", ""Y0015"", ""Y0023"", ""Y0039"", ""Y0041"", ""Y0058"", ""Y0069"", ""Y0070"", ""Y0080"", ""Y0081"", ""Y0084"", ""Y0093"", ""Y0094"", ""Y0100"", ""Y0104"", ""Y0107"", ""Y0112"", ""Y0126"", ""Y0127"", ""Y0130"", ""Y0135"", ""Y0143"", ""Y0145"", ""Y0151"", ""Y0152"", ""Y0183"", ""Y0191"", ""Y0193"", ""Y0205"", ""Y0208"", ""Y0212"", ""Y0254"", ""Y0265"", ""Y0266"", ""Y0269"", ""Y0291""]"	merge_barrier_not_deleted
EIG.6762	P0009	auxiliary	auxiliary_barrier_panel	[2520, 7017, 3148, 7429]	0.005474236963269363	2	0.19384268	"{""color calibration chart"": 1, ""institution logo"": 1}"	"[""Y0027"", ""Y0036""]"	merge_barrier_not_deleted
EIG.6762	P0010	auxiliary	auxiliary_barrier_panel	[1375, 7163, 2395, 7460]	0.006409488226040523	1	0.44874051	"{""empty label"": 1}"	"[""Y0005""]"	merge_barrier_not_deleted
