task_id	specimen_id	status	review_reasons	raw_box_count	deduped_box_count	text_panel_count	auxiliary_panel_count	main_queue_count	rescue_queue_count	final_queue_count	crop_count	uncovered_unit_count	max_final_crop_area_fraction	overlay_path	queue_path	auxiliary_path	image_path
93	K000056711	REVIEW	oversized_final_crop	300	95	6	7	4	1	5	5	0	0.39989038530546334	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000056711/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000056711/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000056711/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0094_K000056711.jpg
94	K001139700	REVIEW	oversized_final_crop	300	88	4	1	2	0	2	2	0	0.8095975232198143	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001139700/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001139700/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001139700/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0095_K001139700.jpg
95	E00423191	REVIEW	oversized_final_crop	300	91	3	1	3	0	3	3	0	0.3825665224857853	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00423191/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00423191/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00423191/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0096_E00423191.jpg
96	BM000937599	PASS		192	47	5	1	5	0	5	5	0	0.2621033720287452	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000937599/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000937599/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000937599/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0097_BM000937599.jpg
97	BM001003037	PASS		191	53	4	1	4	0	4	4	0	0.084625250501002	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001003037/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001003037/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001003037/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0098_BM001003037.jpg
98	BR0000008245434	PASS		300	101	4	2	3	1	4	4	0	0.17717785510627843	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BR0000008245434/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BR0000008245434/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BR0000008245434/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0099_BR0000008245434.jpg
99	K000879910	PASS		300	90	5	2	4	1	5	5	0	0.23350860420650096	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000879910/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000879910/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000879910/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0100_K000879910.jpg
100	BM000953729	PASS		221	57	6	1	6	0	6	6	0	0.1957296519988496	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0101_BM000953729.jpg
101	BM001035803	PASS		246	53	5	5	5	0	5	5	0	0.10660249221183801	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001035803/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001035803/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001035803/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0102_BM001035803.jpg
102	K001135546	REVIEW	oversized_final_crop	300	89	4	3	2	0	2	2	0	0.4924720352237182	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001135546/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001135546/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001135546/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0103_K001135546.jpg
103	E00209175	REVIEW	oversized_final_crop	300	103	3	3	2	0	2	2	0	0.8217360114777619	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00209175/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00209175/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00209175/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0104_E00209175.jpg
104	E00209332	REVIEW	oversized_final_crop	300	90	7	1	5	2	7	7	0	0.46468268196486195	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00209332/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00209332/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00209332/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0105_E00209332.jpg
105	BM000551636	PASS		211	51	4	1	3	0	3	3	0	0.31328976034858386	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000551636/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000551636/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000551636/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0106_BM000551636.jpg
106	E00015443	PASS		300	87	4	4	3	1	4	4	0	0.3437160684599752	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00015443/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00015443/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00015443/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0107_E00015443.jpg
107	E00015458	PASS		300	90	6	1	2	3	5	5	0	0.3269943669167272	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00015458/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00015458/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00015458/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0108_E00015458.jpg
108	E00413597	PASS		300	99	7	7	6	0	6	6	0	0.16292816442927852	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00413597/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00413597/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00413597/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0109_E00413597.jpg
109	E00020889	REVIEW	oversized_final_crop	300	80	5	3	3	1	4	4	0	0.5243166489172879	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00020889/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00020889/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00020889/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0110_E00020889.jpg
110	K000772682	PASS		271	90	3	3	3	0	3	3	0	0.17926133520168153	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000772682/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000772682/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000772682/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0111_K000772682.jpg
111	L.1785984	REVIEW	oversized_final_crop	300	78	7	1	7	0	7	7	0	0.468635275339186	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1785984/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1785984/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1785984/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0112_L.1785984.jpg
112	E00016304	PASS		300	94	7	3	5	2	7	7	0	0.24448209169539528	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00016304/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00016304/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00016304/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0113_E00016304.jpg
113	K000790215	PASS		219	64	3	3	3	0	3	3	0	0.23760226427522788	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000790215/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000790215/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000790215/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0114_K000790215.jpg
114	K000790247	PASS		300	93	3	3	3	0	3	3	0	0.21135606109342703	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000790247/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000790247/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K000790247/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0115_K000790247.jpg
115	E00432481	PASS		228	62	6	1	5	1	6	6	0	0.08297054878017679	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00432481/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00432481/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00432481/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0116_E00432481.jpg
116	E00414415	PASS		300	98	2	2	2	0	2	2	0	0.2301189730745147	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00414415/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00414415/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00414415/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0117_E00414415.jpg
117	L.1374725	REVIEW	oversized_final_crop	293	91	4	1	4	0	4	4	0	0.5247130102040817	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1374725/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1374725/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1374725/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0118_L.1374725.jpg
118	E00062569	REVIEW	many_auxiliary_panels	300	108	8	10	8	0	8	8	0	0.15051000408675422	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00062569/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00062569/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00062569/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0119_E00062569.jpg
119	E00062538	REVIEW	many_auxiliary_panels	300	104	8	10	7	1	8	8	0	0.18649267057122906	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00062538/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00062538/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00062538/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0120_E00062538.jpg
120	E00652940	PASS		300	110	3	5	3	0	3	3	0	0.11749440993428441	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00652940/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00652940/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00652940/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0121_E00652940.jpg
121	E00659505	REVIEW	oversized_final_crop	300	86	11	1	10	1	11	11	0	0.49507833851804345	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00659505/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00659505/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00659505/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0122_E00659505.jpg
122	L.1188986	REVIEW	oversized_final_crop	300	81	5	1	4	1	5	5	0	0.3708061695023056	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1188986/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1188986/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1188986/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0123_L.1188986.jpg
123	E00317162	PASS		300	99	11	1	10	1	11	11	0	0.08731349604101103	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00317162/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00317162/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00317162/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0124_E00317162.jpg
124	P02140487	PASS		289	78	7	1	6	1	7	7	0	0.2014490179633497	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/P02140487/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/P02140487/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/P02140487/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0125_P02140487.jpg
125	L.3727830	PASS		221	72	2	1	2	0	2	2	0	0.3361384566529057	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.3727830/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.3727830/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.3727830/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0126_L.3727830.jpg
126	K001071525	PASS		300	85	7	7	5	2	7	7	0	0.1103104425128854	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001071525/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001071525/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001071525/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0127_K001071525.jpg
127	K001203456	PASS		300	82	4	2	4	0	4	4	0	0.1466173270613835	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001203456/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001203456/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/K001203456/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0128_K001203456.jpg
128	L.1499291	PASS		296	77	8	1	7	1	8	8	0	0.09705803784283898	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1499291/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1499291/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/L.1499291/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0129_L.1499291.jpg
129	E00026850	REVIEW	oversized_final_crop	300	92	5	1	5	0	5	5	0	0.411559640122897	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00026850/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00026850/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00026850/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0130_E00026850.jpg
130	BM000799936	REVIEW	oversized_final_crop	240	50	3	1	3	0	3	3	0	0.4246666666666667	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000799936/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000799936/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000799936/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0131_BM000799936.jpg
131	BM001099759	REVIEW	oversized_final_crop	300	75	4	1	2	1	3	3	0	0.8403547671840355	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001099759/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001099759/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001099759/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0132_BM001099759.jpg
132	E00718160	PASS		300	87	5	1	4	1	5	5	0	0.22454043823888648	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00718160/05_final_queue/final_queue_overlay.png	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00718160/05_final_queue/final_ocr_queue.tsv	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00718160/04_candidate_panels/auxiliary_barrier_panels.tsv	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0134_E00718160.jpg
