dataset	specimen_id	has_deduped_box_audit	deduped_box_audit_rows	has_candidate_panels	candidate_panels_rows	has_auxiliary_barrier_panels	auxiliary_barrier_panels_rows	has_final_ocr_queue	final_ocr_queue_rows
new250	H.1056231	yes	300	yes	14	yes	2	yes	11
new250	H.1069760	yes	300	yes	4	yes	1	yes	3
new250	H.1073986	yes	300	yes	9	yes	2	yes	6
new250	H.1080029	yes	300	yes	8	yes	1	yes	7
new250	H.1080032	yes	300	yes	8	yes	1	yes	7
new250	H.1080054	yes	299	yes	14	yes	4	yes	10
new250	H.1080985	yes	300	yes	5	yes	3	yes	2
new250	H.1084145	yes	299	yes	5	yes	1	yes	4
new250	H.1091939	yes	299	yes	7	yes	1	yes	6
new250	H.1099710	yes	300	yes	11	yes	2	yes	9
new250	H.1099712	yes	300	yes	17	yes	5	yes	12
new250	H.1099713	yes	300	yes	6	yes	1	yes	5
new250	H.1104467	yes	253	yes	5	yes	1	yes	4
new250	H.1108800	yes	300	yes	12	yes	3	yes	9
new250	H.1108834	yes	300	yes	8	yes	3	yes	5
new250	HA.H1613656	yes	300	yes	7	yes	2	yes	5
new250	HA.H1701393	yes	300	yes	9	yes	4	yes	5
new250	HA.H3016850	yes	300	yes	4	yes	1	yes	3
new250	HA.H3300061	yes	300	yes	8	yes	2	yes	5
new250	HA.H9500048	yes	300	yes	4	yes	2	yes	2
new250	HA.H9502487	yes	300	yes	4	yes	1	yes	3
new250	HA.H9503354	yes	300	yes	4	yes	1	yes	3
new250	HA.H9503468	yes	300	yes	15	yes	2	yes	13
new250	HA.H9503747	yes	300	yes	6	yes	1	yes	5
new250	HA.H9503781	yes	300	yes	6	yes	1	yes	5
new250	HA.H9504020	yes	300	yes	7	yes	1	yes	6
new250	K000095866	yes	300	yes	14	yes	2	yes	11
new250	K000096032	yes	300	yes	9	yes	3	yes	6
new250	K000487165	yes	300	yes	10	yes	2	yes	7
new250	K000533059	yes	300	yes	8	yes	3	yes	5
new250	K000807066	yes	300	yes	4	yes	1	yes	2
new250	K000864487	yes	180	yes	7	yes	3	yes	4
new250	K000876695	yes	300	yes	8	yes	1	yes	6
new250	K000944863	yes	300	yes	6	yes	1	yes	5
new250	K000945563	yes	300	yes	6	yes	2	yes	4
new250	K000954129	yes	240	yes	8	yes	1	yes	7
new250	K000954210	yes	300	yes	10	yes	5	yes	5
new250	K000972625	yes	300	yes	14	yes	5	yes	9
new250	K000972878	yes	300	yes	6	yes	2	yes	4
new250	K001136340	yes	300	yes	8	yes	1	yes	7
new250	K001203450	yes	300	yes	6	yes	2	yes	4
new250	K001218982	yes	300	yes	8	yes	1	yes	7
new250	L.1537752	yes	253	yes	10	yes	1	yes	9
new250	L.3728020	yes	223	yes	7	yes	1	yes	5
new250	L.3806577	yes	239	yes	8	yes	1	yes	7
new250	L_0004873	yes	300	yes	16	yes	9	yes	6
new250	L_0007231	yes	300	yes	15	yes	8	yes	7
new250	L_0007337	yes	300	yes	7	yes	1	yes	5
new250	L_0014277	yes	300	yes	12	yes	5	yes	6
new250	L_0015432	yes	300	yes	14	yes	8	yes	6
new250	L_0039590	yes	300	yes	14	yes	1	yes	12
new250	L_0044240	yes	300	yes	16	yes	5	yes	10
new250	L_0052013	yes	300	yes	17	yes	9	yes	6
new250	L_0059912	yes	300	yes	12	yes	2	yes	9
new250	P02132367	yes	128	yes	6	yes	3	yes	3
new250	P02733867	yes	156	yes	10	yes	3	yes	7
new250	P03538527	yes	178	yes	6	yes	1	yes	5
new250	P03803397	yes	204	yes	6	yes	2	yes	4
new250	P04432567	yes	205	yes	14	yes	7	yes	7
new250	P04535877	yes	229	yes	3	yes	1	yes	2
new250	P04560687	yes	177	yes	10	yes	3	yes	7
new250	P04732717	yes	145	yes	10	yes	5	yes	5
new250	P05142947	yes	213	yes	6	yes	3	yes	3
new250	P06607437	yes	300	yes	9	yes	1	yes	8
new250	WAG.1163030	yes	191	yes	4	yes	1	yes	3
new250	WAG.1561522	yes	214	yes	4	yes	2	yes	2
