specimen_id	image_path	box_id	rank	prompt_class	prompt_group	confidence	bbox_xyxy	area_fraction	center_x	center_y	aspect_ratio	is_text	is_auxiliary	duplicate_of	is_duplicate_suppressed	text_seed	auxiliary_seed
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0273	273	annotation label	text	0.01520789	[0, 5970, 3543, 6321]	0.05551162422900522	0.5	0.9719278823343349	10.094017094017094	True	False	Y0155	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0274	274	database label	text	0.01519901	[748, 6006, 2069, 6293]	0.01692350757769629	0.39754445385266723	0.9725604934366598	4.602787456445993	True	False	Y0224	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0275	275	barcode label	text	0.01502067	[2195, 4377, 3431, 4602]	0.01241385461166664	0.7939599209709286	0.7100268859718488	5.493333333333333	True	False	Y0149	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0276	276	herbarium stamp	text	0.01472994	[2014, 1432, 2644, 2335]	0.02539416666677826	0.6573525261078182	0.29788075280721177	0.6976744186046512	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0277	277	calibration color map	auxiliary	0.01464863	[2014, 1432, 2644, 2335]	0.02539416666677826	0.6573525261078182	0.29788075280721177	0.6976744186046512	False	True	Y0096	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0278	278	color calibration chart	auxiliary	0.0145974	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	False	True	Y0265	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0279	279	color calibration chart	auxiliary	0.01459739	[2207, 5418, 3434, 5684]	0.014569071182542184	0.7960767710979396	0.8779060572513048	4.612781954887218	False	True	Y0146	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0280	280	database label	text	0.01456174	[823, 6143, 1114, 6282]	0.0018055663616947282	0.2733559130680214	0.9825241182982761	2.093525179856115	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0281	281	institution logo	auxiliary	0.01428181	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	False	True	Y0265	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0282	282	type specimen label	text	0.01416523	[2207, 5418, 3434, 5684]	0.014569071182542184	0.7960767710979396	0.8779060572513048	4.612781954887218	True	False	Y0266	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0283	283	database label	text	0.01413293	[2200, 4164, 3412, 4393]	0.012389214382448228	0.7919841941857183	0.6766566503242132	5.292576419213974	True	False	Y0300	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0284	284	printed label	text	0.01411404	[152, 6117, 441, 6273]	0.002012463938555839	0.08368614168783517	0.979756444725605	1.8525641025641026	True	False	Y0253	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0285	285	color calibration chart	auxiliary	0.01408546	[2679, 97, 3358, 243]	0.004425153049525209	0.8519616144510302	0.026885971848805947	4.6506849315068495	False	True	Y0111	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0286	286	handwritten note	text	0.01397235	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0287	287	blank paper label	auxiliary	0.01394848	[2806, 6067, 2880, 6139]	0.0002378317776733544	0.8024273214789727	0.9652063893721334	1.0277777777777777	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0288	288	catalog number	text	0.0139409	[2210, 5624, 3490, 5793]	0.0096561130154467	0.8044030482641829	0.9028151194053455	7.57396449704142	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0289	289	barcode label	text	0.01386496	[2250, 3343, 3371, 3549]	0.010308097051613558	0.7932543042619249	0.5449944646528546	5.441747572815534	True	False	Y0170	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0290	290	colour bar	auxiliary	0.01384149	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	False	True	Y0108	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0291	291	blank paper label	auxiliary	0.01372183	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	False	True	Y0108	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0292	292	annotation label	text	0.01370895	[782, 2562, 1174, 2624]	0.0010848842951526286	0.2760372565622354	0.4100901470820813	6.32258064516129	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0293	293	color bar	auxiliary	0.01344443	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	False	True	Y0038	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0294	294	printed label	text	0.01341714	[782, 2562, 1174, 2624]	0.0010848842951526286	0.2760372565622354	0.4100901470820813	6.32258064516129	True	False	Y0292	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0295	295	colour chart	auxiliary	0.01329468	[2207, 5418, 3434, 5684]	0.014569071182542184	0.7960767710979396	0.8779060572513048	4.612781954887218	False	True	Y0146	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0296	296	colour chart	auxiliary	0.0132516	[2210, 5624, 3490, 5793]	0.0096561130154467	0.8044030482641829	0.9028151194053455	7.57396449704142	False	True	Y0245	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0297	297	database label	text	0.01317401	[1837, 6148, 1962, 6240]	0.0005133381087168873	0.5361275755009879	0.9795982919500237	1.358695652173913	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0298	298	type specimen label	text	0.01288081	[2615, 517, 2867, 699]	0.0020472816537557667	0.7736381597516229	0.09615688755337656	1.3846153846153846	True	False	Y0191	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0299	299	printed label	text	0.01279806	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	True	False	Y0105	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0300	300	catalog number	text	0.01270431	[2200, 4164, 3412, 4393]	0.012389214382448228	0.7919841941857183	0.6766566503242132	5.292576419213974	True	False		False	True	False
