specimen_id	image_path	box_id	rank	prompt_class	prompt_group	confidence	bbox_xyxy	area_fraction	center_x	center_y	aspect_ratio	is_text	is_auxiliary	duplicate_of	is_duplicate_suppressed	text_seed	auxiliary_seed
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0001	1	handwritten note	text	0.72733253	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0002	2	blank paper label	auxiliary	0.46630889	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0003	3	annotation label	text	0.35869566	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	True	False	Y0020	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0004	4	empty label	auxiliary	0.35649502	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	False	True	Y0002	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0005	5	database label	text	0.28039888	[1005, 5795, 1458, 5926]	0.002648958555268369	0.34758679085520744	0.9268543412936897	3.4580152671755724	True	False	Y0144	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0006	6	printed label	text	0.27325496	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	True	False	Y0116	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0007	7	database label	text	0.26644692	[2233, 104, 2675, 249]	0.002860855598927418	0.6926333615580017	0.027913964890083822	3.0482758620689654	True	False	Y0138	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0008	8	printed label	text	0.24986081	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	True	False	Y0102	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0009	9	type specimen label	text	0.23127714	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	True	False	Y0020	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0010	10	annotation label	text	0.22850046	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	True	False	Y0116	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0011	11	database label	text	0.2268713	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	True	False	Y0116	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0012	12	colour chart	auxiliary	0.21857554	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	False	True	Y0002	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0013	13	annotation label	text	0.21339959	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	True	False	Y0102	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0014	14	database label	text	0.20098402	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	True	False	Y0127	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0015	15	colour bar	auxiliary	0.1824349	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0016	16	database label	text	0.17794628	[2615, 517, 2867, 699]	0.0020472816537557667	0.7736381597516229	0.09615688755337656	1.3846153846153846	True	False	Y0191	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0017	17	printed label	text	0.17684743	[2256, 5692, 3479, 5816]	0.006769456596794208	0.8093423652272086	0.9100110706942907	9.862903225806452	True	False	Y0153	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0018	18	annotation label	text	0.14322361	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	True	False	Y0286	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0019	19	color calibration chart	auxiliary	0.13665327	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0020	20	primary specimen label	text	0.13461319	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0021	21	color bar	auxiliary	0.13307676	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	False	True	Y0015	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0022	22	annotation label	text	0.12568772	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	True	False	Y0127	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0023	23	database label	text	0.12314888	[2527, 403, 2918, 452]	0.0008552212891223342	0.7684165961049958	0.06761031156096789	7.979591836734694	True	False	Y0128	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0024	24	printed label	text	0.12170981	[2195, 4377, 3431, 4602]	0.01241385461166664	0.7939599209709286	0.7100268859718488	5.493333333333333	True	False	Y0149	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0025	25	printed label	text	0.11145711	[2233, 104, 2675, 249]	0.002860855598927418	0.6926333615580017	0.027913964890083822	3.0482758620689654	True	False	Y0138	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0026	26	database label	text	0.11131071	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	True	False	Y0020	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0027	27	printed label	text	0.10999038	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	True	False	Y0127	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0028	28	type specimen label	text	0.10651039	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	True	False	Y0102	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0029	29	printed label	text	0.10545588	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	True	False	Y0020	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0030	30	printed label	text	0.10399808	[2679, 97, 3358, 243]	0.004425153049525209	0.8519616144510302	0.026885971848805947	4.6506849315068495	True	False	Y0117	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0031	31	database label	text	0.10007409	[2679, 97, 3358, 243]	0.004425153049525209	0.8519616144510302	0.026885971848805947	4.6506849315068495	True	False	Y0117	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0032	32	annotation label	text	0.09770783	[910, 5640, 1505, 5756]	0.003080921414229527	0.34081287044877223	0.9011545152617428	5.129310344827586	True	False	Y0248	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0033	33	barcode label	text	0.09736969	[1005, 5795, 1458, 5926]	0.002648958555268369	0.34758679085520744	0.9268543412936897	3.4580152671755724	True	False	Y0144	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0034	34	annotation label	text	0.09655154	[2679, 97, 3358, 243]	0.004425153049525209	0.8519616144510302	0.026885971848805947	4.6506849315068495	True	False	Y0117	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0035	35	printed label	text	0.09610706	[2240, 5671, 3491, 5795]	0.006924440067530298	0.8087778718600056	0.9066898624070853	10.088709677419354	True	False	Y0263	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0036	36	database label	text	0.09557287	[931, 5655, 1444, 5740]	0.0019464441939652062	0.3351679367767429	0.9010754388739523	6.035294117647059	True	False	Y0054	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0037	37	database label	text	0.09423298	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	True	False	Y0102	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0038	38	colour chart	auxiliary	0.09184512	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0039	39	printed label	text	0.09045522	[1005, 5795, 1458, 5926]	0.002648958555268369	0.34758679085520744	0.9268543412936897	3.4580152671755724	True	False	Y0144	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0040	40	printed label	text	0.08990398	[910, 5640, 1505, 5756]	0.003080921414229527	0.34081287044877223	0.9011545152617428	5.129310344827586	True	False	Y0248	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0041	41	blank paper label	auxiliary	0.08953131	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	False	True	Y0019	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0042	42	database label	text	0.08920301	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	True	False	Y0286	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0043	43	blank paper label	auxiliary	0.0875787	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0044	44	empty label	auxiliary	0.08528292	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	False	True	Y0015	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0045	45	colour chart	auxiliary	0.08405045	[2148, 5418, 3533, 5945]	0.032581123379296736	0.801721704769969	0.8985449944646529	2.6280834914611004	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0046	46	color calibration chart	auxiliary	0.08321404	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	False	True	Y0002	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0047	47	printed label	text	0.08291145	[2403, 3392, 3369, 3544]	0.006554300972097217	0.8145639288738358	0.5484738257156413	6.355263157894737	True	False	Y0204	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0048	48	annotation label	text	0.07904542	[2527, 403, 2918, 452]	0.0008552212891223342	0.7684165961049958	0.06761031156096789	7.979591836734694	True	False	Y0128	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0049	49	printed label	text	0.07782257	[2250, 3343, 3371, 3549]	0.010308097051613558	0.7932543042619249	0.5449944646528546	5.441747572815534	True	False	Y0170	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0050	50	printed label	text	0.077527	[2527, 403, 2918, 452]	0.0008552212891223342	0.7684165961049958	0.06761031156096789	7.979591836734694	True	False	Y0128	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0051	51	barcode label	text	0.07750682	[2233, 104, 2675, 249]	0.002860855598927418	0.6926333615580017	0.027913964890083822	3.0482758620689654	True	False	Y0138	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0052	52	printed label	text	0.07578086	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	True	False	Y0286	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0053	53	empty label	auxiliary	0.07507542	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	False	True	Y0043	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0054	54	printed label	text	0.07495306	[931, 5655, 1444, 5740]	0.0019464441939652062	0.3351679367767429	0.9010754388739523	6.035294117647059	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0055	55	annotation label	text	0.07486273	[2233, 104, 2675, 249]	0.002860855598927418	0.6926333615580017	0.027913964890083822	3.0482758620689654	True	False	Y0138	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0056	56	calibration color map	auxiliary	0.07426762	[0, 58, 3530, 4026]	0.6252476019410251	0.4981653965565905	0.32294796773683376	0.889616935483871	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0057	57	annotation label	text	0.07259798	[2195, 4377, 3431, 4602]	0.01241385461166664	0.7939599209709286	0.7100268859718488	5.493333333333333	True	False	Y0149	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0058	58	color checker	auxiliary	0.07223009	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	False	True	Y0038	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0059	59	database label	text	0.07211374	[910, 5640, 1505, 5756]	0.003080921414229527	0.34081287044877223	0.9011545152617428	5.129310344827586	True	False	Y0248	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0060	60	color calibration chart	auxiliary	0.07089079	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	False	True	Y0038	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0061	61	type specimen label	text	0.06878222	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	True	False	Y0116	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0062	62	annotation label	text	0.06637242	[2403, 3392, 3369, 3544]	0.006554300972097217	0.8145639288738358	0.5484738257156413	6.355263157894737	True	False	Y0204	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0063	63	barcode label	text	0.06612642	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	True	False	Y0127	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0064	64	barcode label	text	0.06599139	[931, 5655, 1444, 5740]	0.0019464441939652062	0.3351679367767429	0.9010754388739523	6.035294117647059	True	False	Y0054	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0065	65	primary specimen label	text	0.06524697	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	True	False	Y0116	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0066	66	barcode label	text	0.06474674	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	True	False	Y0020	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0067	67	colour chart	auxiliary	0.0631512	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	False	True	Y0019	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0068	68	printed label	text	0.06311245	[1823, 6011, 3474, 6300]	0.021298576683049294	0.7475303415184872	0.9735094100901471	5.71280276816609	True	False	Y0161	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0069	69	annotation label	text	0.06241838	[1005, 5795, 1458, 5926]	0.002648958555268369	0.34758679085520744	0.9268543412936897	3.4580152671755724	True	False	Y0144	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0070	70	printed label	text	0.06098675	[2207, 5418, 3434, 5684]	0.014569071182542184	0.7960767710979396	0.8779060572513048	4.612781954887218	True	False	Y0266	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0071	71	empty label	auxiliary	0.06085047	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	False	True	Y0019	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0072	72	printed label	text	0.05988747	[2200, 4164, 3412, 4393]	0.012389214382448228	0.7919841941857183	0.6766566503242132	5.292576419213974	True	False	Y0300	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0073	73	ruler	auxiliary	0.0597177	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	False	True	Y0002	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0074	74	catalog number	text	0.05914839	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	True	False	Y0116	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0075	75	printed label	text	0.05810361	[2210, 5624, 3490, 5793]	0.0096561130154467	0.8044030482641829	0.9028151194053455	7.57396449704142	True	False	Y0288	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0076	76	colour chart	auxiliary	0.05785729	[2092, 3308, 3536, 5933]	0.16920070444272706	0.79424216765453	0.7307448995729875	0.5500952380952381	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0077	77	color calibration chart	auxiliary	0.05647939	[2092, 3308, 3536, 5933]	0.16920070444272706	0.79424216765453	0.7307448995729875	0.5500952380952381	False	True	Y0076	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0078	78	color calibration chart	auxiliary	0.05609666	[0, 58, 3530, 4026]	0.6252476019410251	0.4981653965565905	0.32294796773683376	0.889616935483871	False	True	Y0056	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0079	79	database label	text	0.05589984	[2256, 5692, 3479, 5816]	0.006769456596794208	0.8093423652272086	0.9100110706942907	9.862903225806452	True	False	Y0153	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0080	80	color checker	auxiliary	0.05537237	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	False	True	Y0015	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0081	81	type specimen label	text	0.05453178	[2679, 97, 3358, 243]	0.004425153049525209	0.8519616144510302	0.026885971848805947	4.6506849315068495	True	False	Y0117	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0082	82	annotation label	text	0.05449978	[2250, 3343, 3371, 3549]	0.010308097051613558	0.7932543042619249	0.5449944646528546	5.441747572815534	True	False	Y0170	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0083	83	annotation label	text	0.05393321	[2256, 5692, 3479, 5816]	0.006769456596794208	0.8093423652272086	0.9100110706942907	9.862903225806452	True	False	Y0153	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0084	84	color calibration chart	auxiliary	0.05354312	[1823, 6011, 3474, 6300]	0.021298576683049294	0.7475303415184872	0.9735094100901471	5.71280276816609	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0085	85	database label	text	0.05208635	[2868, 544, 3026, 704]	0.0011284510772489487	0.8317809765735252	0.09868733196267594	0.9875	True	False	Y0094	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0086	86	color calibration chart	auxiliary	0.05174963	[0, 5970, 3543, 6321]	0.05551162422900522	0.5	0.9719278823343349	10.094017094017094	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0087	87	colour chart	auxiliary	0.04924649	[2195, 4377, 3431, 4602]	0.01241385461166664	0.7939599209709286	0.7100268859718488	5.493333333333333	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0088	88	printed label	text	0.04915748	[2427, 3432, 3138, 3544]	0.0035546208933341884	0.7853513971210838	0.5516368812272655	6.348214285714286	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0089	89	database label	text	0.04857902	[2032, 6061, 2271, 6211]	0.0016002757563043834	0.6072537397685577	0.9704254309663135	1.5933333333333333	True	False	Y0114	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0090	90	annotation label	text	0.04854738	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	True	False	Y0105	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0091	91	empty label	auxiliary	0.04714593	[2148, 5418, 3533, 5945]	0.032581123379296736	0.801721704769969	0.8985449944646529	2.6280834914611004	False	True	Y0045	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0092	92	catalog number	text	0.04713954	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	True	False	Y0286	True	False	False
